Plant Type,SPDES Permit Number,Facility Name,Ground or Surface,Average Design Hydraulic Flow,Street,City,State,Country,Zip Code,Latitude,Longitude,Location 1,Georeference
Industrial,NY0282588,HUDSON VALLEY CREAMERY LLC,Ground,0.01,2986 RTE 9,HUDSON,NY,USA,,42.15,-73.77,"(42.15, -73.77)",POINT (-73.77 42.15)
Industrial,NY0200859,CROTON AQUEDUCT-SHAFT 24 & 25,Surface,,BETWEEN AUDUBON & AMSTERDAM AND BETWEEN W 178TH&  W 179TH STS,NEW YORK,NY,USA,,40.85,-73.93,"(40.85, -73.93)",POINT (-73.93 40.85)
Municipal,NY0027057,LOCKPORT WASTEWATER TREATMENT PLANT,Surface,22.00,611 W JACKSON ST,LOCKPORT,NY,USA,14094,43.19,-78.71,"(43.19, -78.71)",POINT (-78.71 43.19)
Industrial,NY0227021,TOWNE CLEANERS,Ground,0.03,20 CARLETON AVE,CENTRAL ISLIP,NY,USA,11722,40.79,-73.20,"(40.79, -73.2)",POINT (-73.2 40.79)
Municipal,NY0246948,CHEMUNG CO ELMIRA SWR DIST BAKER RD WWTF,Surface,0.02,BAKER RD,CHEMUNG,NY,USA,,42.00,-76.62,"(42.0, -76.62)",POINT (-76.62 42)
Municipal,NY0027774,NEWFANE -T- WASTEWATER TREATMENT PLANT,Surface,1.60,6349 E LAKE RD,OLCOTT,NY,USA,14126,43.34,-78.69,"(43.34, -78.69)",POINT (-78.69 43.34)
Industrial,NY0255939,SEVERANCE SUB-RESIDENCY,Surface,0.00,US RTE 9 @ ST RTE 74,SCHROON LAKE,NY,USA,12870,43.87,-73.75,"(43.87, -73.75)",POINT (-73.75 43.87)
Municipal,NY0136964,SCSD#18 - HAUPPAUGE INDUSTRIAL PARK STP,Ground,1.65,116 MOTOR PKWY|SCTM# 800-118-2-6,HAUPPAUGE,NY,USA,11788,40.81,-73.26,"(40.81, -73.26)",POINT (-73.26 40.81)
Industrial,NY0219011,ROYAL KEDEM WINERY-MARLBORO SITE,Surface,0.02,1519 US RTE 9W,MILTON,NY,USA,12547,41.62,-73.97,"(41.62, -73.97)",POINT (-73.97 41.62)
Industrial,NY0129062,NYS POLICE TROOP B HEADQUARTERS,Surface,0.00,1097 ST RTE 86,RAYBROOK,NY,USA,12977,44.30,-74.08,"(44.3, -74.08)",POINT (-74.08 44.3)
Industrial,NY0259659,WASSAIC MAINTENANCE SUB HEADQUARTERS,Surface,0.00,ST RTE 22 - E SIDE - BETW TOWER HILL & SINPATH RDS,WASSAIC,NY,USA,,41.78,-73.57,"(41.78, -73.57)",POINT (-73.57 41.78)
Municipal,NY0023680,WARWICK STP,Surface,1.00,RIVER ST,WARWICK,NY,USA,10990,41.25,-74.37,"(41.25, -74.37)",POINT (-74.37 41.25)
Industrial,NY0251046,ASHBY FUEL OIL,Surface,,35 PECKHAM RD,POUGHKEEPSIE,NY,USA,12601,41.69,-73.88,"(41.69, -73.88)",POINT (-73.88 41.69)
Industrial,NY0091081,SCSD #28 - FAIRFIELD STP,Ground,0.14,221 MORICHES RD,SAINT JAMES,NY,USA,11784,40.87,-73.14,"(40.87, -73.14)",POINT (-73.14 40.87)
Municipal,NY0030694,LAKE HUNTINGTON SEWER DIST,Surface,0.21,OLSEN RD,LAKE HUNTINGTON,NY,USA,12752,41.67,-74.99,"(41.67, -74.99)",POINT (-74.99 41.67)
Industrial,NY0266671,SANDS POINT VILLAGE WATER DISTRICT,Ground,,ENTIRE WATER DISTRICT,SANDS POINT,NY,USA,11050,40.80,-73.73,"(40.8, -73.73)",POINT (-73.73 40.8)
Municipal,NY0024902,TRUMANSBURG - V STP,Surface,0.25,35 LAKE ST,TRUMANSBURG,NY,USA,14886,42.54,-76.65,"(42.54, -76.65)",POINT (-76.65 42.54)
Municipal,NY0262935,WINDHAM WASTEWATER TREATMENT FACILITY,Surface,0.45,491 SOUTH ST|CO RTE 12 & ST RTE 23,WINDHAM,NY,USA,12496,42.30,-74.27,"(42.3, -74.27)",POINT (-74.27 42.3)
Industrial,NY0085294,KATHERINE ST PENINSULA HABITAT RESTORATION,Surface,0.07,101 KATHERINE ST,BUFFALO,NY,USA,14210,42.86,-78.86,"(42.86, -78.86)",POINT (-78.86 42.86)
Industrial,NY0107433,NYS DOT RESIDENT ENGRS SUBHEADQUAR,Ground,0.00,ST RTE 86,RAY BROOK,NY,USA,12977,44.30,-74.08,"(44.3, -74.08)",POINT (-74.08 44.3)
Industrial,NY0267091,Suffolk County Water Authority,Ground,0.09,ENTIRE WATER DISTRICT WIDE,SUFFOLK,NY,USA,,40.96,-72.26,"(40.96, -72.26)",POINT (-72.26 40.96)
Municipal,NY0109061,ROSENDALE WWT FACILITY,Surface,0.10,136 CREEK LOCKS RD,ROSENDALE,NY,USA,12472,41.85,-74.07,"(41.85, -74.07)",POINT (-74.07 41.85)
Municipal,NY0024295,LLOYD HIGHLAND SEWER DIST STP,Surface,1.25,15 RIVER RD,HIGHLAND,NY,USA,12528,41.72,-73.95,"(41.72, -73.95)",POINT (-73.95 41.72)
Municipal,NY0030546,LEROY - V WWTP,Surface,1.00,7500 RED MILL RD,LEROY,NY,USA,14482,42.99,-77.99,"(42.99, -77.99)",POINT (-77.99 42.99)
Industrial,NY0005037,RAVENA CEMENT PLANT,Surface,13.00,1916 US RTE 9W,RAVENA,NY,USA,12143,42.50,-73.81,"(42.5, -73.81)",POINT (-73.81 42.5)
Industrial,NY0005193,RAVENSWOOD GENERATING STATION,Surface,999.90,38-54 VERNON BLVD,QUEENS,NY,USA,11101,40.76,-73.95,"(40.76, -73.95)",POINT (-73.95 40.76)
Municipal,NY0021610,WEBSTER-T STP/WW BRADLEY POLLUTION CONTROL FACILITY,Surface,7.50,226 PHILIPS RD,WEBSTER,NY,USA,14850,43.26,-77.41,"(43.26, -77.41)",POINT (-77.41 43.26)
Industrial,NY0262871,COOPERSTOWN CHEESE CO,Ground,0.00,107 OXBOW RD,MILFORD,NY,USA,,42.60,-74.95,"(42.6, -74.95)",POINT (-74.95 42.6)
Municipal,NY0261271,DUANESBURG SEWER DIST 1 STP,Surface,0.10,Cole Rd,Duanesburg,NY,USA,12053,42.75,-74.18,"(42.75, -74.18)",POINT (-74.18 42.75)
Industrial,NY0001741,WEHRLE / BARTON QUARRY,Surface,4.20,8615 WEHRLE DR,CLARENCE,NY,USA,14031,42.96,-78.65,"(42.96, -78.65)",POINT (-78.65 42.96)
Industrial,NY0002402,XEROX CORPORATION - WILSON CENTER,Surface,1.80,800 PHILLIPS RD,WEBSTER,NY,USA,14580,43.23,-77.41,"(43.23, -77.41)",POINT (-77.41 43.23)
Industrial,NY0032760,UNITED RIVERHEAD TERMINAL,Ground,0.01,212 SOUND SHORE RD,RIVERHEAD,NY,USA,11901,40.98,-72.64,"(40.98, -72.64)",POINT (-72.64 40.98)
Industrial,NY0261009,ATHENS GENERATING PLANT,Surface,1.80,9300 US RTE 9W,ATHENS,NY,USA,12015,42.27,-73.85,"(42.27, -73.85)",POINT (-73.85 42.27)
Industrial,NY0234931,STILL POND PROJECT,Surface,0.00,JOHN STREET EXTENSION,ROSENDALE,NY,USA,12472,41.84,-74.08,"(41.84, -74.08)",POINT (-74.08 41.84)
Municipal,NY0026280,NORTH TONAWANDA STP,Surface,13.00,830 RIVER RD,NORTH TONAWANDA,NY,USA,14120,43.04,-78.89,"(43.04, -78.89)",POINT (-78.89 43.04)
Industrial,NY0100463,SETTERSTIX INC,Ground,0.00,261 S MAIN ST,CATTARAUGUS,NY,USA,14719,42.32,-78.87,"(42.32, -78.87)",POINT (-78.87 42.32)
Industrial,NY0257699,TOWN HIGHWAY GARAGE,Surface,0.01,20260 CO RTE 47,CHAMPION,NY,USA,13619,43.96,-75.69,"(43.96, -75.69)",POINT (-75.69 43.96)
Industrial,NY0006033,PORT AUTHORITY OF NY&NJ - WORLD TRADE CENTER,Surface,25.00,1 WORLD TRADE CTR/WEST ST & LIBERTY ST,NEW YORK,NY,USA,10048,40.71,-74.01,"(40.71, -74.01)",POINT (-74.01 40.71)
Industrial,NY0256986,GRIFFISS CENTRAL HEAT PLANT,Surface,,655 ELLSWORTH RD,ROME,NY,USA,13441,43.22,-75.40,"(43.22, -75.4)",POINT (-75.4 43.22)
Industrial,NY0226505,OLD TOWN LAUNDROMAT,Ground,,689 OLD TOWN RD|SCTM# 200-311-02-9.1,PORT JEFFERSON STATION,NY,USA,11776,40.90,-73.05,"(40.9, -73.05)",POINT (-73.05 40.9)
Industrial,NY0244252,AMERICOLD LOGISTICS - SYRACUSE WAREHOUSE,Surface,0.01,264 FARRELL RD,SYRACUSE,NY,USA,13209,43.12,-76.27,"(43.12, -76.27)",POINT (-76.27 43.12)
Industrial,NY0267481,RSM ELECTRON POWER INC.,Ground,,100 ENGINEERS RD|SCTM#182-2-5,HAUPPAUGE,NY,USA,11788,40.81,-73.24,"(40.81, -73.24)",POINT (-73.24 40.81)
Industrial,NY0260266,V/CORNWALL-ON-HUDSON BLACK ROCK WTP,Surface,0.10,100 PECKS RD,CORNWALL,NY,USA,12518,41.42,-74.02,"(41.42, -74.02)",POINT (-74.02 41.42)
Municipal,NY0110752,NEWFIELD -T SD 1,Ground,0.03,TABER RD,NEWFIELD-T,NY,USA,14867,42.37,-76.58,"(42.37, -76.58)",POINT (-76.58 42.37)
Industrial,NY0005061,WALLOOMSAC RECYCLING,Surface,0.39,11 COTTRELL RD,HOOSICK FALLS,NY,USA,12090,42.92,-73.32,"(42.92, -73.32)",POINT (-73.32 42.92)
Industrial,NY0227081,MIDDLE ISLAND LAUNDROMAT,Ground,0.03,1195 MIDDLE COUNTRY RD,MIDDLE ISLAND,NY,USA,11953,40.89,-72.93,"(40.89, -72.93)",POINT (-72.93 40.89)
Municipal,NY0020311,CLIFTON SPRINGS - V WWTP,Surface,0.50,LADUE AVE,CLIFTON SPRINGS,NY,USA,14432,42.97,-77.13,"(42.97, -77.13)",POINT (-77.13 42.97)
Industrial,NY0249483,TOWN HIGHWAY GARAGE,Surface,,ST RTE 10 - N SIDE - BETW WM BEERS RD & PINES BROOK RD,WALTON,NY,USA,13856,42.16,-75.16,"(42.16, -75.16)",POINT (-75.16 42.16)
Municipal,NY0026573,TANNERSVILLE - V STP,Surface,0.80,ALLEN RD,TANNERSVILLE,NY,USA,12485,42.19,-74.15,"(42.19, -74.15)",POINT (-74.15 42.19)
Industrial,NY0210960,ISLANDER LAUNDROMAT,Ground,0.01,1021-19 PORTION RD,RONKONKOMA,NY,USA,11779,40.84,-73.07,"(40.84, -73.07)",POINT (-73.07 40.84)
Industrial,NY0260690,CHATHAM DOT MAINTENANCE SUBHEADQUARTERS,Surface,0.00,ST RTE 203,CHATHAM,NY,USA,12037,42.35,-73.58,"(42.35, -73.58)",POINT (-73.58 42.35)
Municipal,NY0272183,ODESSA - V WASTEWATER TREATMENT FACILITY,Ground,0.02,SPEEDWAY RD - N SIDE|HANLON DR - W SIDE,ODESSA,NY,USA,,42.33,-76.80,"(42.33, -76.8)",POINT (-76.8 42.33)
Municipal,NY0260479,GERMANTOWN WWTP,Surface,0.10,50 PALATINE PARK RD,GERMANTOWN,NY,USA,12526,42.13,-73.90,"(42.13, -73.9)",POINT (-73.9 42.13)
Industrial,NY0275808,WYOMING COUNTY HIGHWAY GARAGE,Surface,0.00,4328 ST RTE 19,ROCK GLEN,NY,USA,,42.68,-78.12,"(42.68, -78.12)",POINT (-78.12 42.68)
Industrial,NY0107077,CORNELL UNIVERSITY WATER FILTRATION PLANT,Surface,0.02,101 Caldwell Rd|Tax Parcel 67.-1-8,Ithaca,NY,USA,14853,42.45,-76.47,"(42.45, -76.47)",POINT (-76.47 42.45)
Industrial,NY0280097,SPLASH CAR WASH BOHEMIA LLC,Ground,0.00,1261 LAKELAND AVE,BOHEMIA,NY,USA,11716,40.77,-73.11,"(40.77, -73.11)",POINT (-73.11 40.77)
Industrial,NY0032174,BUFFALO WATER PLT & COL WARD PS,Surface,0.09,JERSEY ST,BUFFALO,NY,USA,14202,42.89,-78.90,"(42.89, -78.9)",POINT (-78.9 42.89)
Industrial,NY0234231,LL FUEL STORAGE LLC,Surface,,25 LAUREL AVE,SOUTH FALLSBURG,NY,USA,12779,41.71,-74.63,"(41.71, -74.63)",POINT (-74.63 41.71)
Industrial,NY0280038,PRIME SHINE CAR WASH LTD,Ground,0.00,762 SMITHTOWN BYPASS,SMITHTOWN,NY,USA,11787,40.85,-73.16,"(40.85, -73.16)",POINT (-73.16 40.85)
Municipal,NY0029726,PENN YAN STP,Surface,1.80,30 ELMWOOD AVE,PENN YAN,NY,USA,14527,42.66,-77.04,"(42.66, -77.04)",POINT (-77.04 42.66)
Industrial,NY0276782,NYC EDC - CONEY ISLAND INFRASTRUCTURE PROJECT PHASE 3B,Surface,7.20,NEPTUNE AVE AT W 21ST ST,BROOKLYN,NY,USA,11224,40.58,-73.99,"(40.58, -73.99)",POINT (-73.99 40.58)
Industrial,NY0233234,HUDSON EGG FARMS,Ground,0.00,1812 ST RTE 5,ELBRIDGE,NY,USA,13060,43.03,-76.38,"(43.03, -76.38)",POINT (-76.38 43.03)
Industrial,NY0201120,866 UNITED NATIONS PLAZA,Surface,,866 UN PLAZA,NEW YORK,NY,USA,10017,40.75,-73.97,"(40.75, -73.97)",POINT (-73.97 40.75)
Industrial,NY0106526,CORNING INC- W C DECKER BLDG,Surface,0.48,HOUGHTON PARK,CORNING,NY,USA,14830,42.15,-77.06,"(42.15, -77.06)",POINT (-77.06 42.15)
Industrial,NY0101290,CAYUGA SALT MINE,Surface,0.06,191 PORTLAND PT RD,SOUTH LANSING,NY,USA,14882,42.53,-76.53,"(42.53, -76.53)",POINT (-76.53 42.53)
Municipal,NY0023981,JOHNSON CITY - V OVERFLOWS,Surface,4.00,CHOCONUT CREEK @ SUSQUEHANNA RIVER,JOHNSON CITY,NY,USA,13790,42.11,-75.98,"(42.11, -75.98)",POINT (-75.98 42.11)
Municipal,NY0026450,South Shore Water Reclamation Facility (formerly know as the Bay Park Sewage Treatment Plant),Surface,70.00,2 MARJORIE LN,EAST ROCKAWAY,NY,USA,11518,40.63,-73.66,"(40.63, -73.66)",POINT (-73.66 40.63)
Municipal,NY0024821,HOOSICK FALLS - V STP,Surface,1.50,SEWER PLANT RD,HOOSICK FALLS,NY,USA,12090,42.91,-73.36,"(42.91, -73.36)",POINT (-73.36 42.91)
Industrial,NY0001694,ITT GOULDS PUMPS,Surface,0.14,240 FALL ST,SENECA FALLS,NY,USA,13148,42.91,-76.81,"(42.91, -76.81)",POINT (-76.81 42.91)
Industrial,NY0232734,ALBANY INTERNATIONAL,Surface,0.49,156 S MAIN ST,HOMER,NY,USA,13077,42.63,-76.18,"(42.63, -76.18)",POINT (-76.18 42.63)
Industrial,NY0279862,UNION TERMINALS,Ground,0.57,201 Union Blvd,West Islip,NY,USA,11795,40.71,-73.31,"(40.71, -73.31)",POINT (-73.31 40.71)
Industrial,NY0210790,V & S LAUNDROMAT,Ground,0.01,292 SMITHTOWN BLVD,NESCONSET,NY,USA,11767,40.83,-73.14,"(40.83, -73.14)",POINT (-73.14 40.83)
Municipal,NY0109886,NEW PALTZ OHIOVILLE SEWER DIST 6 STP,Surface,0.02,OHIOVILLE RD - E SIDE - N OF NEW PALTZ RD,NEW PALTZ,NY,USA,12561,41.74,-74.06,"(41.74, -74.06)",POINT (-74.06 41.74)
Industrial,NY0280020,ALL ISLAND CAR WASH AND DETAIL CENTER INC,Ground,0.00,601 MIDDLE COUNTRY RD|200-402-2-3.4,MIDDLE ISLAND,NY,USA,11953,40.88,-72.95,"(40.88, -72.95)",POINT (-72.95 40.88)
Municipal,NY0244287,SMYRNA (V) WASTEWATER TREATMENT FACILITY,Ground,0.02,SCHOOL RD,SMYRNA,NY,USA,13464,42.69,-75.56,"(42.69, -75.56)",POINT (-75.56 42.69)
Municipal,NY0162663,SAVANNAH-T WWTP COMBINED SEWER DISTRICT,Surface,0.05,1564 N MAIN ST,SAVANNAH,NY,USA,13146,43.07,-76.76,"(43.07, -76.76)",POINT (-76.76 43.07)
Industrial,NY0266230,Fort Miller Hydro,Surface,0.01,120 Harris Rd,Northumberland,NY,USA,12871,43.16,-73.59,"(43.16, -73.59)",POINT (-73.59 43.16)
Municipal,NY0263214,ASHLAND WASTEWATER TREATMENT PLANT,Surface,0.03,ALONG ST RTE 23 & CO RTE 63,ASHLAND,NY,USA,12407,42.30,-74.35,"(42.3, -74.35)",POINT (-74.35 42.3)
Industrial,NY0030881,VESUVIUS USA CORPORATION BUFFALO PLANT,Surface,0.05,661 WILLET RD,BUFFALO,NY,USA,14218,42.80,-78.80,"(42.8, -78.8)",POINT (-78.8 42.8)
Municipal,NY0025704,TOWN OF WALWORTH SEWER DISTRICT #1 WWTP,Surface,1.25,3451 ONTARIO CTR RD,WALWORTH,NY,USA,14568,43.13,-77.30,"(43.13, -77.3)",POINT (-77.3 43.13)
Industrial,NY0201511,NYS DOT DISCHARGE/ WELLS SUB-HDQTRS,Ground,0.00,RTE 30,WELLS,NY,USA,12190,43.41,-74.29,"(43.41, -74.29)",POINT (-74.29 43.41)
Industrial,NY0037265,LAKE DEFOREST WATER TREATMENT PLANT,Surface,0.40,55 OLD MILL RD,WEST NYACK,NY,USA,10994,41.11,-73.97,"(41.11, -73.97)",POINT (-73.97 41.11)
Municipal,NY0104795,LITTLE VALLEY STP,Surface,0.19,103 ROCK CITY ST EXT,LITTLE VALLEY,NY,USA,14755,42.25,-78.79,"(42.25, -78.79)",POINT (-78.79 42.25)
Industrial,NY0107760,TIFFEN MFG CORP,Ground,0.00,90 OSER AVE,HAUPPAUGE,NY,USA,11787,40.82,-73.24,"(40.82, -73.24)",POINT (-73.24 40.82)
Industrial,NY0107671,FORD MOTOR BUFFALO STAMPING PLANT,Surface,0.11,S 3663 LAKE SHORE RD,BUFFALO,NY,USA,14219,42.79,-78.84,"(42.79, -78.84)",POINT (-78.84 42.79)
Industrial,NY0210919,Farmingville Laundromat Inc,Ground,0.01,875 HORSEBLOCK RD,FARMINGVILLE,NY,USA,11738,40.83,-73.03,"(40.83, -73.03)",POINT (-73.03 40.83)
Industrial,NY0262706,HURON CAMPUS,Surface,2.58,1701 NORTH ST - BLDG 39,ENDICOTT,NY,USA,13760,42.11,-76.04,"(42.11, -76.04)",POINT (-76.04 42.11)
Industrial,NY0265322,VILLAGE OF FT EDWARD WATER SYSTEM,Surface,,RESERVOIR RD - N SIDE - � MI W OF FT EDWARD RD,SOUTH GLENS FALLS,NY,USA,12803,43.27,-73.61,"(43.27, -73.61)",POINT (-73.61 43.27)
Industrial,NY0247138,GLENORA WINE CELLARS,Ground,,5435 ST RTE 14 |ST RTE 14 & N GLENORA RD,DUNDEE,NY,USA,14837,42.50,-76.92,"(42.5, -76.92)",POINT (-76.92 42.5)
Municipal,NY0024538,LOCH SHELDRAKE WWTP,Surface,0.70,1077 ST RTE 52 | N OF EVENS LAKE,LOCH SHELDRAKE,NY,USA,12759,41.77,-74.65,"(41.77, -74.65)",POINT (-74.65 41.77)
Industrial,NY0235083,CARMEL TERMINALS INC,Surface,,79 OLD RTE 6,CARMEL,NY,USA,10512,41.41,-73.66,"(41.41, -73.66)",POINT (-73.66 41.41)
Industrial,NY0247189,LEROY STONE QUARRY,Surface,0.10,GULF RD,LEROY,NY,USA,14482,42.99,-77.94,"(42.99, -77.94)",POINT (-77.94 42.99)
Industrial,NY0250929,DUNWOODIE CENTRAL SUBSTATION,Surface,,MARCO & SMART AVE,YONKERS,NY,USA,10704,40.94,-73.86,"(40.94, -73.86)",POINT (-73.86 40.94)
Municipal,NY0021423,NORWICH - C WASTEWATER TREATMENT PLANT,Surface,2.20,ST RTE 12 - 0.3 MI S OF CITY LINE,NORWICH,NY,USA,13815,42.51,-75.52,"(42.51, -75.52)",POINT (-75.52 42.51)
Industrial,NY0266388,KINGS PARK LAUNDROMAT,Ground,,141-145 ST RTE 25A,KINGS PARK,NY,USA,11787,40.88,-73.26,"(40.88, -73.26)",POINT (-73.26 40.88)
Industrial,NY0242250,J H BUHRMASTER-SCOTIA FACILITY,Ground,0.03,421 SACANDAGA RD,SCOTIA,NY,USA,12302,42.84,-73.98,"(42.84, -73.98)",POINT (-73.98 42.84)
Industrial,NY0268089,SHAFT 9 DELAWARE AQUEDUCT,Surface,,352 DIXON RD|WEST BRANCH RESERVOIR - NW SIDE,KENT,NY,USA,14477,41.44,-73.72,"(41.44, -73.72)",POINT (-73.72 41.44)
Industrial,NY0026344,Shoreham Combustion Turbine Facility,Ground,0.00,NORTH COUNTRY RD,SHOREHAM,NY,USA,11786,40.96,-72.88,"(40.96, -72.88)",POINT (-72.88 40.96)
Municipal,NY0257001,TABERG SEWER DISTRICT WASTEWATER TREATMENT FACILITY,Surface,0.02,5017 CHURCH ST,TABERG,NY,USA,13471,43.30,-75.61,"(43.3, -75.61)",POINT (-75.61 43.3)
Industrial,NY0006157,Ancram Mill - SWM Holdings US LLC,Surface,0.98,2424 St Rte 82,Ancram,NY,USA,12502,42.05,-73.64,"(42.05, -73.64)",POINT (-73.64 42.05)
Municipal,NY0201910,AUSABLE FORKS COMMUNITY WWTF,Surface,0.15,215 GROVE RD,AUSABLE FORKS,NY,USA,12912,44.45,-73.65,"(44.45, -73.65)",POINT (-73.65 44.45)
Industrial,NY0268542,LIVINGSTON PUMPER CO NO 1 FIREHOUSE,Surface,,2855 US RTE 9,LIVINGSTON,NY,USA,,42.14,-73.78,"(42.14, -73.78)",POINT (-73.78 42.14)
Industrial,NY0149331,BREWSTER WELL FIELDS,Surface,,360 Riverside Dr,Brewster,NY,USA,10509,41.40,-73.60,"(41.4, -73.6)",POINT (-73.6 41.4)
Industrial,NY0000515,"FELIX SCHOELLER NORTH AMERICA, INC.",Surface,1.33,179 CO RTE 2A,PULASKI,NY,USA,13142,43.56,-76.10,"(43.56, -76.1)",POINT (-76.1 43.56)
Industrial,NY0086029,Strebel's Laundromat and Carwash,Ground,0.01,644 Montauk Hwy,Westhampton Beach,NY,USA,11978,40.82,-72.63,"(40.82, -72.63)",POINT (-72.63 40.82)
Industrial,NY0226823,MEDFORD PLAZA LAUNDROMAT,Ground,,3202 HORSEBLOCK RD,MEDFORD,NY,USA,11763,40.83,-72.98,"(40.83, -72.98)",POINT (-72.98 40.83)
Industrial,NY0249785,MAINTENANCE SUBHEADQUATERS,Surface,0.00,ST RTE 10,SHARON SPRINGS,NY,USA,13459,42.78,-74.63,"(42.78, -74.63)",POINT (-74.63 42.78)
Industrial,NY0173703,LONG ISLAND MACARTHUR AIRPORT,Ground,0.00,100 ARRIVAL AVE,RONKONKOMA,NY,USA,11779,40.79,-73.10,"(40.79, -73.1)",POINT (-73.1 40.79)
Industrial,NY0260347,SOS FUEL COMPANY,Surface,,10 E VILLAGE RD,TUXEDO,NY,USA,10987,41.19,-74.18,"(41.19, -74.18)",POINT (-74.18 41.19)
Industrial,NY0226033,SOUTHAMPTON GT FACILITY,Ground,,DAVID WHITES LN,SOUTHAMPTON,NY,USA,11968,40.90,-72.38,"(40.9, -72.38)",POINT (-72.38 40.9)
Industrial,NY0251291,SPRAIN BROOK CENTRAL SUBSTATION,Surface,,353 TUCKAHOE RD|& GRASSY SPRAIN RD,YONKERS,NY,USA,10710,40.96,-73.86,"(40.96, -73.86)",POINT (-73.86 40.96)
Municipal,NY0263028,PRATTSVILLE STP,Surface,0.09,102 CO RTE 7 - ACCESS RD OFF MAPLE AVE,PRATTSVILLE,NY,USA,12468,42.32,-74.43,"(42.32, -74.43)",POINT (-74.43 42.32)
Municipal,NY0020141,ROTTERDAM SEWER DIST #2,Surface,1.50,26 W CAMPBELL AVE,SCHENECTADY,NY,USA,12306,42.80,-73.99,"(42.8, -73.99)",POINT (-73.99 42.8)
Industrial,NY0259110,FARMERSVILLE SUB HEADQUARTERS,Surface,0.00,8088 ST RTE 16,FRANKLINVILLE,NY,USA,14737,42.35,-78.45,"(42.35, -78.45)",POINT (-78.45 42.35)
Industrial,NY0250031,RYAN OIL INC TERMINAL,Surface,,1496 ST RTE 55 - S SIDE - W OF ST RTE 82,BILLINGS,NY,USA,12510,41.67,-73.76,"(41.67, -73.76)",POINT (-73.76 41.67)
Industrial,NY0008605,MOMENTIVE PERFORMANCE MATERIALS,Surface,49.49,260 HUDSON RIVER RD,WATERFORD,NY,USA,12188,42.82,-73.67,"(42.82, -73.67)",POINT (-73.67 42.82)
Industrial,NY0242101,COEYMANS SANITARY LANDFILL,Surface,0.00,JARVIS RD SOUTH,COEYMANS,NY,USA,12143,42.48,-73.84,"(42.48, -73.84)",POINT (-73.84 42.48)
Industrial,NY0004880,NORLITE LLC,Surface,0.22,628 S SARATOGA ST,COHOES,NY,USA,12047,42.76,-73.70,"(42.76, -73.7)",POINT (-73.7 42.76)
Municipal,NY0261742,MORRISVILLE VILLAGE WASTEWATER TP,Surface,0.18,CALAHAN DR,MORRISVILLE,NY,USA,13408,42.89,-75.65,"(42.89, -75.65)",POINT (-75.65 42.89)
Municipal,NY0243493,KISSING BRIDGE SEWER DISTRICT #2,Surface,0.03,KISSING BRIDGE LN,CONCORD,NY,USA,14055,42.60,-78.65,"(42.6, -78.65)",POINT (-78.65 42.6)
Industrial,NY0267139,Suffolk County Water Authority,Ground,0.09,ENTIRE WATER DISTRICT WIDE,SUFFOLK,NY,USA,,40.96,-72.26,"(40.96, -72.26)",POINT (-72.26 40.96)
Municipal,NY0023612,MACEDON - V STP,Surface,0.75,135 MAIN ST|ST RTE 31 - S SIDE - OPPOSITE QUAKER RD,MACEDON,NY,USA,14502,43.07,-77.29,"(43.07, -77.29)",POINT (-77.29 43.07)
Industrial,NY0253251,PECONIC BAY WINERY,Ground,0.00,31320 MAIN RD,CUTCHOGUE,NY,USA,11935,41.01,-72.48,"(41.01, -72.48)",POINT (-72.48 41.01)
Industrial,NY0275867,CARROLL C & D MANAGEMENT FACILITY,Surface,,309 Dodge Rd,Frewsburg,NY,USA,14738,42.01,-79.09,"(42.01, -79.09)",POINT (-79.09 42.01)
Industrial,NY0098817,SIMS METAL - NORTH CHILI,Surface,0.00,3484 S UNION ST,CHILI,NY,USA,14514,43.11,-77.80,"(43.11, -77.8)",POINT (-77.8 43.11)
Municipal,NY0032328,LAKEVILLE WASTEWATER TREATMENT PLANT,Surface,0.98,ST RTE 256 - E SIDE - S OF ST RTE 15 & N OF US RTE 20A,LAKEVILLE,NY,USA,14480,42.85,-77.71,"(42.85, -77.71)",POINT (-77.71 42.85)
Municipal,NY0262854,ANDES SEWAGE TREATMENT PLANT,Surface,0.06,5287 CO RTE 1,ANDES,NY,USA,13731,42.18,-74.79,"(42.18, -74.79)",POINT (-74.79 42.18)
Industrial,NY0223000,AMERICAN BIO MEDICA CORPORATION,Ground,0.00,122 SMITH RD EXT,STUYVESANT,NY,USA,12173,42.38,-73.73,"(42.38, -73.73)",POINT (-73.73 42.38)
Municipal,NY0268437,MARIAVILLE LAKE SEWER DISTRICT # 2,Surface,0.10,ST RTE 159 (MARIAVILLE RD) - S CHUCTANUNDA CREEK,MARIAVILLE,NY,USA,,42.83,-74.15,"(42.83, -74.15)",POINT (-74.15 42.83)
Industrial,NY0268631,Adirondack Beverage,Surface,,701 Corporations Park,Schenectady,NY,USA,12302,42.84,-73.98,"(42.84, -73.98)",POINT (-73.98 42.84)
Industrial,NY0291234,AUTOWAVE INC,Surface,0.00,1035 RANSOM RD,LANCASTER,NY,USA,14086,42.93,-78.59,"(42.93, -78.59)",POINT (-78.59 42.93)
Municipal,NY0160407,SENECA COUNTY SEWER DISTRICT #1 STP,Surface,0.70,CO RTE 132,WILLARD,NY,USA,14588,42.67,-76.88,"(42.67, -76.88)",POINT (-76.88 42.67)
